Date,Hour,Cloud coverage,Visibility,Temperature,Dew point,Relative humidity,Wind speed,Station pressure,Altimeter,Solar energy,(Inverter)
11/18/16,18,0.65,10.00,8.12,5.12,77.72,19.20,29.13,29.92,0.00,
11/18/16,19,1.00,10.00,6.94,3.38,74.72,20.20,29.16,29.95,0.00,
11/18/16,20,1.00,10.00,6.08,2.46,74.64,19.60,29.18,29.97,0.00,
11/18/16,21,1.00,10.00,5.33,1.31,73.12,21.00,29.20,29.99,0.00,
11/18/16,22,1.00,10.00,4.95,0.83,72.24,17.56,29.23,30.02,0.00,
11/18/16,23,1.00,10.00,4.69,0.46,70.56,17.32,29.24,30.03,0.00,
11/18/16,24,1.00,10.00,4.56,0.15,72.45,18.44,29.25,30.04,0.00,
11/19/16,1,1.00,10.00,3.89,0.01,73.84,22.32,29.26,30.05,0.00,
11/19/16,2,1.00,10.00,3.62,-0.13,75.64,19.52,29.27,30.06,0.00,
11/19/16,3,1.00,10.00,3.40,-0.20,75.64,22.28,29.28,30.07,0.00,
11/19/16,4,1.00,10.00,3.02,-0.44,76.60,26.20,29.29,30.08,0.00,
11/19/16,5,1.00,10.00,2.74,-1.24,73.34,24.29,29.31,30.10,0.00,
11/19/16,6,1.00,10.00,2.32,-1.39,72.76,24.32,29.34,30.13,0.85,
11/19/16,7,1.00,10.00,1.95,-1.41,74.80,24.16,29.37,30.17,93.00,
11/19/16,8,1.00,10.00,2.02,-1.48,73.84,21.80,29.40,30.20,412.50,
11/19/16,9,1.00,10.00,2.20,-1.34,74.56,23.36,29.41,30.21,1172.00,
11/19/16,10,1.00,10.00,2.26,-1.41,75.43,24.31,29.44,30.24,1333.00,
11/19/16,11,1.00,10.00,2.42,-1.67,72.76,20.72,29.44,30.24,1266.00,
11/19/16,12,1.00,10.00,3.16,-2.36,67.22,22.61,29.44,30.24,1437.75,
11/19/16,13,1.00,10.00,3.56,-2.30,66.72,22.04,29.45,30.25,1342.75,
11/19/16,14,1.00,10.00,3.28,-2.74,64.68,21.16,29.46,30.26,459.50,
11/19/16,15,1.00,10.00,3.16,-3.50,61.08,21.40,29.48,30.28,231.75,
11/19/16,16,0.74,10.00,2.64,-3.75,62.68,16.00,29.50,30.30,29.00,
11/19/16,17,0.30,10.00,1.20,-3.85,67.76,13.40,29.51,30.31,0.00,
11/19/16,18,0.00,10.00,0.30,-3.78,71.60,12.40,29.52,30.32,0.00,
11/19/16,19,0.00,10.00,-0.14,-4.10,71.24,14.84,29.53,30.33,0.00,
11/19/16,20,0.00,10.00,-0.41,-4.64,69.64,16.76,29.53,30.33,0.00,
11/19/16,21,0.00,10.00,-0.94,-4.79,71.88,13.88,29.53,30.33,0.00,
11/19/16,22,0.00,10.00,-1.63,-4.79,73.92,11.96,29.53,30.33,0.00,
11/19/16,23,0.00,10.00,-1.91,-5.04,75.00,10.28,29.53,30.33,0.00,
11/19/16,24,0.00,10.00,-1.92,-5.12,77.67,9.22,29.52,30.32,0.00,
11/20/16,1,0.00,10.00,-3.11,-5.39,79.16,9.32,29.51,30.31,0.00,
11/20/16,2,0.00,10.00,-3.39,-5.55,81.00,9.32,29.53,30.33,0.00,
11/20/16,3,0.00,10.00,-3.59,-5.73,81.00,8.04,29.53,30.33,0.00,
11/20/16,4,0.00,10.00,-4.31,-6.05,81.16,7.04,29.53,30.33,0.00,
11/20/16,5,0.00,10.00,-4.68,-6.14,83.72,7.32,29.54,30.34,0.00,
11/20/16,6,0.00,10.00,-4.54,-6.24,84.84,9.00,29.56,30.36,13.37,
11/20/16,7,0.00,10.00,-4.10,-6.33,80.88,8.64,29.57,30.37,668.00,
11/20/16,8,0.00,10.00,-2.85,-5.96,77.04,9.40,29.57,30.37,1820.75,
11/20/16,9,0.00,10.00,-1.59,-5.61,72.00,10.04,29.58,30.38,3231.00,
11/20/16,10,0.00,10.00,-0.59,-5.61,67.60,9.32,29.57,30.37,4105.00,
11/20/16,11,0.00,10.00,0.30,-5.28,65.72,10.12,29.56,30.36,4343.00,
11/20/16,12,0.00,10.00,1.03,-5.10,63.72,9.24,29.53,30.33,4160.00,
11/20/16,13,0.00,10.00,1.86,-4.88,59.76,7.64,29.52,30.32,3459.75,
11/20/16,14,0.00,10.00,2.23,-5.14,56.80,8.40,29.51,30.31,2024.25,
11/20/16,15,0.00,10.00,2.15,-5.52,55.52,8.44,29.51,30.31,843.75,
11/20/16,16,0.00,10.00,1.14,-5.84,58.40,6.40,29.51,30.31,54.88,
11/20/16,17,0.00,10.00,-0.41,-5.36,64.96,3.76,29.51,30.31,0.00,
11/20/16,18,0.00,10.00,-1.06,-5.16,68.88,0.12,29.51,30.31,0.00,
11/20/16,19,0.00,10.00,-1.66,-5.09,72.72,0.20,29.51,30.31,0.00,
11/20/16,20,0.00,10.00,-2.12,-5.02,76.68,0.24,29.49,30.29,0.00,
11/20/16,21,0.00,10.00,-2.62,-4.92,80.44,0.20,29.49,30.29,0.00,
11/20/16,22,0.00,10.00,-3.40,-5.40,83.76,0.00,29.48,30.28,0.00,
11/20/16,23,0.00,10.00,-3.39,-5.58,80.88,0.00,29.49,30.29,0.00,
11/20/16,24,0.00,10.00,-3.23,-5.87,78.33,0.00,29.47,30.27,0.00,
11/21/16,1,0.00,10.00,-4.26,-5.66,83.44,0.00,29.48,30.28,0.00,
11/21/16,2,0.00,10.00,-4.67,-6.02,86.64,0.96,29.49,30.29,0.00,
11/21/16,3,0.00,10.00,-4.87,-6.14,85.80,0.00,29.50,30.30,0.00,
11/21/16,4,0.00,10.00,-4.77,-6.17,85.80,0.00,29.50,30.30,0.00,
11/21/16,5,0.00,10.00,-5.08,-6.39,84.84,3.08,29.49,30.29,0.00,
11/21/16,6,0.00,10.00,-5.14,-6.55,83.72,1.16,29.50,30.30,9.42,
11/21/16,7,0.00,10.00,-4.96,-6.25,82.28,0.12,29.50,30.30,555.25,
11/21/16,8,0.00,10.00,-2.23,-5.24,75.24,0.00,29.52,30.32,1737.25,
11/21/16,9,0.00,10.00,-0.17,-4.54,70.28,2.04,29.53,30.33,3118.00,
11/21/16,10,0.00,10.00,1.38,-4.45,64.24,1.20,29.53,30.33,3925.00,
11/21/16,11,0.00,10.00,2.63,-4.46,58.36,1.80,29.52,30.32,4142.25,
11/21/16,12,0.00,10.00,3.72,-3.82,57.88,2.76,29.50,30.30,3976.75,
11/21/16,13,0.00,10.00,4.65,-3.84,53.72,3.16,29.49,30.29,3292.00,
11/21/16,14,0.00,10.00,5.19,-4.74,47.72,1.16,29.48,30.28,1940.50,
11/21/16,15,0.00,10.00,4.99,-4.46,48.28,0.12,29.47,30.27,664.25,
11/21/16,16,0.00,10.00,3.59,-2.60,60.84,0.20,29.46,30.26,65.95,
11/21/16,17,0.00,10.00,2.15,-2.27,69.68,0.20,29.45,30.25,0.00,
11/21/16,18,0.00,10.00,0.77,-2.67,77.56,4.40,29.46,30.26,0.00,
11/21/16,19,0.00,10.00,0.60,-3.20,74.88,3.16,29.46,30.26,0.00,
11/21/16,20,0.00,10.00,0.18,-3.52,76.71,5.59,29.47,30.27,0.00,
11/21/16,21,0.00,10.00,-0.27,-3.25,78.52,6.08,29.46,30.26,0.00,
11/21/16,22,0.00,10.00,0.04,-3.07,78.64,4.68,29.48,30.28,0.00,
11/21/16,23,0.00,10.00,0.27,-2.72,79.96,4.44,29.49,30.29,0.00,
11/21/16,24,0.00,10.00,0.22,-3.10,78.56,5.11,29.50,30.30,0.00,
11/22/16,1,0.00,10.00,0.09,-2.32,82.80,7.64,29.49,30.29,0.00,
11/22/16,2,0.00,10.00,0.56,-1.96,82.68,9.36,29.47,30.27,0.00,
11/22/16,3,0.00,10.00,0.70,-1.68,81.88,9.48,29.47,30.27,0.00,
11/22/16,4,0.14,10.00,0.63,-1.26,83.80,6.80,29.48,30.28,0.00,
11/22/16,5,0.15,10.00,0.51,-1.07,84.76,6.44,29.48,30.28,0.00,
11/22/16,6,0.00,10.00,0.15,-1.07,86.16,5.48,29.49,30.30,1.32,
11/22/16,7,0.00,10.00,0.29,-1.01,88.72,6.12,29.50,30.30,182.05,
11/22/16,8,0.00,10.00,1.44,-0.85,81.88,10.12,29.50,30.30,1564.50,
11/22/16,9,0.00,10.00,3.38,-0.86,75.76,13.36,29.51,30.31,3390.25,
11/22/16,10,0.00,10.00,4.77,-0.57,69.92,12.20,29.51,30.31,3167.00,
11/22/16,11,0.00,10.00,6.37,-0.04,63.36,13.80,29.47,30.27,2824.00,
11/22/16,12,0.00,10.00,6.51,-0.04,61.76,14.12,29.44,30.24,962.25,
11/22/16,13,0.00,10.00,7.55,-0.08,58.56,13.12,29.42,30.22,2207.75,
11/22/16,14,0.00,10.00,7.95,-0.37,54.96,12.96,29.40,30.20,1615.75,
11/22/16,15,0.15,10.00,7.54,-0.44,55.12,10.60,29.40,30.20,219.43,
11/22/16,16,0.83,10.00,6.70,0.12,61.44,9.08,29.39,30.19,14.58,
11/22/16,17,1.00,10.00,6.28,0.06,63.00,11.60,29.38,30.18,0.00,
11/22/16,18,0.99,10.00,6.01,0.01,64.92,10.36,29.37,30.17,0.00,
11/22/16,19,1.00,10.00,5.46,0.32,66.92,11.40,29.36,30.16,0.00,
11/22/16,20,1.00,10.00,5.16,1.02,72.80,10.52,29.36,30.16,0.00,
11/22/16,21,1.00,9.92,4.70,2.04,81.00,11.12,29.36,30.16,0.00,
11/22/16,22,1.00,8.96,4.54,2.38,84.44,12.28,29.35,30.14,0.00,
11/22/16,23,1.00,6.24,4.31,2.82,87.76,12.44,29.35,30.15,0.00,
11/22/16,24,1.00,6.67,4.37,2.86,88.23,15.89,29.31,30.11,0.00,
11/23/16,1,1.00,7.19,4.48,2.80,86.77,11.57,29.33,30.12,0.00,
11/23/16,2,1.00,8.71,4.25,3.05,88.38,13.50,29.30,30.10,0.00,
11/23/16,3,1.00,3.94,4.11,3.30,93.33,12.85,29.29,30.08,0.00,
11/23/16,4,1.00,6.04,4.30,3.76,94.85,14.00,29.27,30.07,0.00,
11/23/16,5,1.00,8.71,4.56,3.99,93.23,12.11,29.26,30.06,0.00,
11/23/16,6,1.00,3.77,4.62,4.29,96.00,14.92,29.24,30.03,0.00,
11/23/16,7,1.00,3.05,4.85,4.66,96.90,15.20,29.22,30.01,11.17,
11/23/16,8,1.00,3.28,5.48,5.30,97.16,10.56,29.21,30.01,62.45,
11/23/16,9,0.86,4.82,6.03,5.70,96.14,9.00,29.20,29.99,163.75,
11/23/16,10,1.00,5.69,6.67,6.07,95.08,11.50,29.18,29.98,120.75,
11/23/16,11,1.00,4.19,6.92,6.31,94.04,9.34,29.16,29.95,216.50,
11/23/16,12,1.00,4.65,7.30,6.93,96.00,8.34,29.13,29.92,182.75,
11/23/16,13,1.00,4.32,7.62,7.36,97.28,7.76,29.11,29.90,146.75,
11/23/16,14,1.00,4.07,7.93,7.62,99.86,9.39,29.11,29.90,59.90,
11/23/16,15,1.00,1.49,7.94,7.77,98.77,8.73,29.12,29.91,72.30,
11/23/16,16,1.00,4.69,8.01,7.98,96.44,6.51,29.12,29.92,8.04,
11/23/16,17,1.00,2.12,8.11,7.98,97.46,5.96,29.14,29.93,0.00,
11/23/16,18,1.00,1.52,8.54,8.36,99.12,6.39,29.15,29.94,0.00,
11/23/16,19,1.00,1.75,8.88,9.05,99.72,7.48,29.17,29.96,0.00,
11/23/16,20,1.00,2.84,9.05,9.00,98.11,9.10,29.17,29.97,0.00,
11/23/16,21,1.00,4.59,8.28,8.72,95.52,8.96,29.19,29.98,0.00,
11/23/16,22,1.00,4.46,7.54,7.76,95.38,13.07,29.21,30.00,0.00,
11/23/16,23,1.00,4.02,6.82,6.29,82.98,12.10,29.23,30.02,0.00,
11/23/16,24,1.00,2.06,6.67,6.47,91.17,11.00,29.24,30.03,0.00,
11/24/16,1,1.00,9.70,5.83,5.06,87.43,13.27,29.27,30.06,0.00,
11/24/16,2,1.00,8.92,5.55,4.92,90.10,10.88,29.30,30.09,0.00,
11/24/16,3,1.00,7.82,5.31,4.61,92.15,12.78,29.31,30.11,0.00,
11/24/16,4,1.00,9.77,5.02,4.24,92.58,11.19,29.33,30.13,0.00,
11/24/16,5,1.00,8.92,4.76,3.64,89.08,10.73,29.36,30.15,0.00,
11/24/16,6,1.00,9.92,4.51,3.06,87.92,11.44,29.37,30.17,0.00,
11/24/16,7,1.00,9.88,4.41,3.00,87.92,8.28,29.39,30.18,24.20,
11/24/16,8,1.00,8.92,4.36,2.82,86.80,8.72,29.40,30.20,96.78,
11/24/16,9,1.00,7.00,4.24,2.66,88.72,8.08,29.42,30.22,187.50,
11/24/16,10,1.00,7.00,4.30,2.79,87.76,6.08,29.43,30.23,309.75,
11/24/16,11,1.00,7.04,4.29,2.86,87.64,8.24,29.42,30.22,322.75,
11/24/16,12,1.00,7.00,4.31,2.60,85.72,7.76,29.41,30.21,286.50,
11/24/16,13,1.00,6.92,4.21,2.48,86.68,6.12,29.40,30.20,259.75,
11/24/16,14,1.00,7.00,4.17,2.54,85.40,7.28,29.41,30.21,165.00,
11/24/16,15,1.00,5.16,3.97,2.54,88.72,6.48,29.42,30.22,53.75,
11/24/16,16,1.00,7.96,3.92,2.38,86.80,6.64,29.43,30.23,3.02,
11/24/16,17,1.00,7.88,3.87,2.44,87.76,8.24,29.44,30.24,0.00,
11/24/16,18,1.00,7.00,3.88,2.41,87.76,5.44,29.45,30.25,0.00,
11/24/16,19,1.00,6.96,3.87,2.24,85.70,4.15,29.45,30.25,0.00,
11/24/16,20,1.00,9.88,3.76,1.94,85.72,6.36,29.46,30.26,0.00,
11/24/16,21,1.00,9.89,3.77,1.67,81.89,7.23,29.46,30.26,0.00,
11/24/16,22,1.00,9.96,3.65,1.94,85.40,6.40,29.47,30.27,0.00,
11/24/16,23,1.00,10.00,3.61,1.85,85.52,7.04,29.47,30.27,0.00,
11/24/16,24,1.00,10.00,3.72,1.49,85.56,7.22,29.47,30.27,0.00,
11/25/16,1,1.00,10.00,3.62,1.66,85.72,6.40,29.48,30.28,0.00,
11/25/16,2,1.00,10.00,3.54,1.94,87.76,3.12,29.49,30.29,0.00,
11/25/16,3,1.00,8.04,3.58,2.04,88.60,2.76,29.49,30.29,0.00,
11/25/16,4,1.00,7.08,3.56,2.25,90.16,1.08,29.49,30.29,0.00,
11/25/16,5,1.00,6.40,3.53,2.25,90.16,4.28,29.51,30.31,0.00,
11/25/16,6,1.00,7.04,3.48,2.18,89.00,3.00,29.53,30.33,0.00,
11/25/16,7,1.00,4.80,3.43,1.60,89.20,4.92,29.53,30.33,59.37,
11/25/16,8,1.00,4.42,3.47,1.73,86.92,5.08,29.55,30.35,272.75,
11/25/16,9,0.92,6.32,3.93,1.82,81.24,4.12,29.55,30.35,964.50,
11/25/16,10,0.92,9.92,4.57,1.38,76.84,2.24,29.55,30.35,1002.00,
11/25/16,11,1.00,10.00,4.74,1.50,74.80,6.40,29.54,30.34,706.75,
11/25/16,12,1.00,10.00,4.78,1.76,75.88,8.04,29.53,30.33,637.50,
11/25/16,13,1.00,10.00,4.99,1.94,77.80,7.80,29.53,30.33,596.75,
11/25/16,14,1.00,8.08,5.10,2.42,81.32,12.36,29.53,30.33,394.50,
11/25/16,15,1.00,6.40,5.15,2.92,83.68,11.32,29.53,30.33,132.98,
11/25/16,16,1.00,7.04,5.03,3.11,84.76,8.72,29.55,30.35,8.55,
11/25/16,17,1.00,7.08,4.89,3.36,85.72,6.04,29.55,30.35,0.00,
11/25/16,18,1.00,8.00,4.94,3.35,85.84,6.96,29.56,30.36,0.00,
11/25/16,19,1.00,9.92,4.87,3.42,85.84,6.64,29.57,30.37,0.00,
11/25/16,20,1.00,9.92,4.92,3.29,85.84,6.32,29.57,30.37,0.00,
11/25/16,21,1.00,9.92,4.91,3.13,84.88,6.40,29.57,30.37,0.00,
11/25/16,22,1.00,9.96,4.91,3.13,85.84,7.00,29.57,30.37,0.00,
11/25/16,23,1.00,10.00,4.89,3.17,85.72,5.76,29.57,30.37,0.00,
11/25/16,24,1.00,9.89,5.10,3.18,85.56,6.22,29.57,30.37,0.00,
11/26/16,1,1.00,10.00,4.95,3.08,85.72,6.64,29.57,30.37,0.00,
11/26/16,2,1.00,9.96,4.95,3.32,85.84,6.68,29.58,30.38,0.00,
11/26/16,3,0.98,9.96,4.27,2.94,84.92,6.27,29.57,30.37,0.00,
11/26/16,4,0.97,7.08,3.14,3.15,90.28,6.04,29.58,30.38,0.00,
11/26/16,5,0.96,8.96,2.08,2.88,90.28,5.08,29.58,30.38,0.00,
11/26/16,6,0.96,7.00,1.49,2.38,91.68,4.36,29.59,30.39,5.33,
11/26/16,7,0.14,4.40,0.69,1.21,95.72,2.68,29.59,30.39,386.28,
11/26/16,8,0.00,4.36,1.97,2.24,93.80,5.64,29.59,30.39,1421.25,
11/26/16,9,0.14,5.04,3.94,3.18,90.16,6.36,29.59,30.39,2638.25,
11/26/16,10,0.14,5.04,5.84,4.21,86.96,5.12,29.58,30.38,3310.25,
11/26/16,11,0.46,7.07,7.39,5.10,82.45,8.85,29.56,30.36,2127.25,
11/26/16,12,0.72,7.42,8.24,5.54,80.35,11.81,29.53,30.33,1785.25,
11/26/16,13,0.65,10.00,8.53,5.00,75.97,12.41,29.51,30.31,1975.50,
11/26/16,14,0.53,10.00,8.81,4.89,73.47,13.85,29.49,30.29,1315.50,
11/26/16,15,0.30,10.00,8.40,4.80,74.72,9.16,29.46,30.26,585.75,
11/26/16,16,0.00,10.00,6.77,4.64,81.68,7.80,29.44,30.24,34.78,
11/26/16,17,0.00,10.00,5.22,3.80,84.64,7.44,29.43,30.23,0.00,
11/26/16,18,0.00,10.00,3.66,3.22,90.00,7.08,29.42,30.22,0.00,
11/26/16,19,0.00,10.00,3.37,2.69,91.28,8.04,29.41,30.21,0.00,
11/26/16,20,0.00,10.00,2.85,1.93,93.53,8.28,29.41,30.21,0.00,
11/26/16,21,0.00,10.00,2.84,2.10,90.00,10.44,29.39,30.19,0.00,
11/26/16,22,0.00,9.96,2.59,1.98,91.44,9.80,29.37,30.17,0.00,
11/26/16,23,0.00,8.00,1.83,1.63,92.68,5.84,29.39,30.18,0.00,
11/26/16,24,0.00,6.89,1.83,1.30,92.56,6.00,29.39,30.18,0.00,
11/27/16,1,0.00,4.72,1.19,0.83,95.72,3.92,29.36,30.16,0.00,
11/27/16,2,0.00,4.40,0.47,0.70,95.72,5.80,29.36,30.16,0.00,
11/27/16,3,0.00,4.00,0.53,0.63,97.00,7.68,29.35,30.14,0.00,
11/27/16,4,0.00,3.36,0.58,0.62,95.72,7.48,29.32,30.12,0.00,
11/27/16,5,0.57,2.28,0.75,0.77,95.33,8.42,29.31,30.11,0.00,
11/27/16,6,1.00,1.58,1.19,1.52,99.01,6.64,29.31,30.11,0.61,
11/27/16,7,1.00,0.39,1.61,1.92,97.66,7.30,29.31,30.11,89.80,
11/27/16,8,1.00,0.24,1.97,2.44,99.84,8.08,29.31,30.11,317.75,
11/27/16,9,1.00,0.24,2.43,2.57,99.43,9.50,29.31,30.11,427.75,
11/27/16,10,1.00,0.25,2.73,3.18,98.46,12.69,29.30,30.09,554.75,
11/27/16,11,1.00,1.42,3.21,3.63,98.18,15.07,29.26,30.05,688.75,
11/27/16,12,1.00,3.55,3.88,4.07,93.92,15.23,29.24,30.03,586.50,
11/27/16,13,1.00,3.32,4.57,4.08,93.80,12.84,29.21,30.00,670.25,
11/27/16,14,0.99,4.77,5.80,4.59,89.89,16.65,29.18,29.97,644.25,
11/27/16,15,0.83,6.32,6.46,4.86,86.84,15.08,29.14,29.93,216.35,
11/27/16,16,0.92,6.40,6.57,5.16,87.68,11.48,29.13,29.92,9.92,
11/27/16,17,1.00,10.00,6.48,4.93,85.76,15.04,29.13,29.92,0.00,
11/27/16,18,0.54,9.96,6.15,4.42,84.80,15.52,29.10,29.89,0.00,
11/27/16,19,0.48,9.96,6.13,4.30,85.72,15.04,29.09,29.88,0.00,
11/27/16,20,1.00,10.00,6.03,4.27,85.72,14.08,29.07,29.86,0.00,
11/27/16,21,1.00,7.04,5.90,4.24,87.64,16.80,29.05,29.84,0.00,
11/27/16,22,1.00,10.00,5.78,3.99,84.64,15.84,29.01,29.80,0.00,
11/27/16,23,1.00,9.96,6.01,3.96,83.68,16.52,28.98,29.77,0.00,
11/27/16,24,1.00,10.00,6.36,3.71,82.01,17.77,28.95,29.74,0.00,
11/28/16,1,1.00,9.04,6.18,4.15,84.56,18.20,28.96,29.75,0.00,
11/28/16,2,1.00,5.84,6.03,4.62,87.88,19.48,28.93,29.72,0.00,
11/28/16,3,1.00,5.74,5.96,5.12,93.01,22.67,28.90,29.70,0.00,
11/28/16,4,1.00,10.00,6.30,5.47,92.72,21.48,28.90,29.68,0.00,
11/28/16,5,1.00,10.00,6.70,5.41,88.54,21.65,28.88,29.67,0.00,
11/28/16,6,1.00,10.00,6.89,5.63,90.04,21.72,28.87,29.65,0.00,
11/28/16,7,1.00,10.00,7.06,6.12,91.12,22.31,28.85,29.64,14.60,
11/28/16,8,1.00,6.33,7.16,6.59,93.23,22.15,28.83,29.62,66.35,
11/28/16,9,1.00,3.69,7.29,6.94,95.62,17.81,28.81,29.59,111.40,
11/28/16,10,1.00,5.07,8.08,7.33,93.94,20.10,28.76,29.54,133.75,
11/28/16,11,1.00,7.17,8.98,8.36,94.54,21.34,28.72,29.51,100.78,
11/28/16,12,1.00,3.94,9.28,9.14,97.00,21.76,28.70,29.48,171.25,
11/28/16,13,1.00,3.57,9.99,9.68,95.19,18.66,28.66,29.44,88.93,
11/28/16,14,1.00,3.60,10.22,9.98,95.66,19.84,28.61,29.39,53.85,
11/28/16,15,1.00,5.24,9.88,9.64,94.80,23.04,28.57,29.35,31.65,
11/28/16,16,1.00,7.62,9.74,8.78,86.43,24.62,28.54,29.32,1.00,
11/28/16,17,1.00,10.00,10.10,9.63,92.98,21.04,28.52,29.30,0.00,
11/28/16,18,1.00,10.00,10.43,10.34,96.00,21.50,28.47,29.25,0.00,
11/28/16,19,1.00,10.00,10.52,10.46,95.89,14.92,28.45,29.22,0.00,
11/28/16,20,1.00,10.00,10.54,10.13,93.10,18.62,28.48,29.26,0.00,
11/28/16,21,0.84,9.08,10.45,10.05,93.53,18.42,28.50,29.28,0.00,
11/28/16,22,0.90,10.00,10.46,9.75,90.45,21.96,28.53,29.31,0.00,
11/28/16,23,0.90,10.00,10.03,9.24,88.62,24.54,28.58,29.36,0.00,
11/28/16,24,0.39,10.00,9.74,8.80,91.90,21.89,28.60,29.38,0.00,
11/29/16,1,0.00,10.00,8.61,8.14,92.60,18.80,28.65,29.43,0.00,
11/29/16,2,0.00,10.00,7.50,7.38,94.64,9.84,28.64,29.42,0.00,
11/29/16,3,0.00,10.00,6.67,6.76,94.76,8.00,28.65,29.43,0.00,
11/29/16,4,0.00,10.00,7.26,6.85,93.80,9.16,28.69,29.47,0.00,
11/29/16,5,0.00,10.00,7.25,6.82,93.68,12.16,28.72,29.50,0.00,
11/29/16,6,0.00,10.00,7.25,6.87,93.80,12.84,28.76,29.54,1.99,
11/29/16,7,0.00,10.00,7.56,7.28,94.76,14.48,28.78,29.56,135.05,
11/29/16,8,0.00,10.00,8.16,7.70,93.48,13.44,28.80,29.58,801.75,
11/29/16,9,0.00,10.00,9.52,8.48,90.92,10.96,28.82,29.60,2116.50,
11/29/16,10,0.00,10.00,11.32,9.29,83.12,11.04,28.83,29.61,3478.00,
11/29/16,11,0.00,10.00,12.87,9.38,76.16,14.72,28.81,29.59,3277.50,
11/29/16,12,0.48,10.00,13.42,9.34,74.88,17.04,28.80,29.58,3330.75,
11/29/16,13,0.46,10.00,13.80,9.80,75.64,15.84,28.77,29.55,1798.25,
11/29/16,14,0.74,10.00,13.25,9.14,73.80,13.72,28.76,29.54,735.75,
11/29/16,15,0.75,10.00,12.96,9.66,78.28,15.52,28.76,29.54,679.25,
11/29/16,16,0.14,10.00,12.09,9.84,21.97,12.52,8.51,29.55,36.65,
11/29/16,17,0.00,10.00,11.36,9.39,22.29,12.40,8.51,29.57,0.00,
11/29/16,18,0.00,10.00,10.97,8.79,60.72,14.64,22.05,29.59,0.00,
11/29/16,19,0.00,10.00,9.61,8.49,83.12,10.80,28.82,29.60,0.00,
11/29/16,20,0.00,10.00,8.64,8.34,87.40,8.36,28.83,29.61,0.00,
11/29/16,21,0.00,10.00,8.29,8.11,90.80,6.84,28.84,29.62,0.00,
11/29/16,22,0.00,10.00,7.60,7.92,90.16,6.48,28.84,29.62,0.00,
11/29/16,23,0.00,10.00,8.06,7.86,90.28,9.64,28.84,29.63,0.00,
11/29/16,24,0.00,10.00,7.85,7.35,95.23,10.00,28.84,29.63,0.00,
11/30/16,1,0.00,10.00,4.87,4.42,87.28,7.40,28.87,29.65,0.00,
11/30/16,2,0.00,10.00,3.43,2.25,83.76,6.72,28.87,29.66,0.00,
11/30/16,3,0.00,10.00,2.57,1.54,86.76,2.84,28.87,29.65,0.00,
11/30/16,4,0.00,10.00,1.48,1.06,89.96,5.68,28.87,29.65,0.00,
11/30/16,5,0.00,10.00,1.27,0.84,88.04,5.36,28.86,29.64,0.00,
11/30/16,6,0.00,10.00,0.91,0.21,88.04,5.36,28.87,29.65,1.85,
11/30/16,7,0.28,9.04,0.59,0.16,89.80,5.68,28.88,29.66,367.18,
11/30/16,8,0.00,10.00,2.23,0.78,84.84,6.68,28.88,29.66,1466.25,
11/30/16,9,0.00,10.00,4.48,1.34,77.92,9.96,28.87,29.66,2590.75,
11/30/16,10,0.00,10.00,5.56,1.56,73.88,11.44,28.88,29.67,3630.75,
11/30/16,11,0.43,10.00,5.95,1.94,72.80,12.20,28.87,29.65,3248.75,
11/30/16,12,0.90,10.00,5.30,1.34,73.64,14.92,28.85,29.63,1361.00,
11/30/16,13,1.00,10.00,4.17,0.68,76.51,16.11,28.86,29.64,404.50,
11/30/16,14,1.00,10.00,3.48,0.26,76.84,14.76,28.88,29.66,164.75,
11/30/16,15,0.04,10.00,3.40,0.46,22.01,14.80,8.51,29.69,48.65,
11/30/16,16,0.04,10.00,3.26,0.52,22.01,13.44,8.51,29.71,0.89,
11/30/16,17,0.04,9.04,3.01,1.16,22.01,11.80,8.51,29.74,0.00,
11/30/16,18,0.08,9.04,2.91,1.29,24.68,10.23,9.29,29.76,0.00,
11/30/16,19,0.04,10.00,3.12,0.95,21.89,10.00,8.51,29.76,0.00,
11/30/16,20,0.04,10.00,3.05,-0.20,22.01,12.68,8.51,29.76,0.00,
11/30/16,21,0.04,10.00,2.91,-0.04,21.89,10.84,8.51,29.76,0.00,
11/30/16,22,0.04,10.00,2.78,-0.16,21.89,12.68,8.51,29.76,0.00,
11/30/16,23,0.04,10.00,2.74,-0.14,22.01,14.52,8.51,29.77,0.00,
11/30/16,24,1.00,10.00,2.76,-0.12,78.67,11.55,28.98,29.77,0.00,
12/1/16,1,1.00,10.00,2.39,-0.15,81.53,14.40,29.00,29.79,0.00,
12/1/16,2,1.00,10.00,2.37,-0.09,81.53,13.60,29.02,29.81,0.00,
12/1/16,3,1.00,10.00,2.47,-0.13,81.43,13.77,29.02,29.81,0.00,
12/1/16,4,1.00,10.00,2.52,-0.28,78.64,15.40,29.04,29.83,0.00,
12/1/16,5,1.00,10.00,2.50,-0.18,78.64,14.76,29.05,29.84,0.00,
12/1/16,6,1.00,10.00,2.38,-0.07,81.76,11.12,29.07,29.86,0.00,
12/1/16,7,1.00,10.00,2.31,-0.07,81.76,11.44,29.09,29.88,102.40,
12/1/16,8,1.00,10.00,2.66,-0.04,79.84,12.72,29.11,29.90,372.75,
12/1/16,9,1.00,10.00,3.26,0.12,76.96,15.40,29.12,29.91,880.50,
12/1/16,10,1.00,10.00,3.78,0.23,77.39,16.42,29.14,29.93,921.00,
